region,block,row_class,child,share,tier,provenance
EE,iww,fuel_liquid,IWW.PAX,0.417,5-money,no physical work observed for either child: fuel falls back to the monetary shares (declared)
EE,iww,Q,IWW.FRT,0.0,none,no observed volume: child stays MEUR (declared)
EE,iww,Q,IWW.PAX,0.0,none,no observed volume: child stays MEUR (declared)
EE,air,other,AIR.PAX,0.796,4-tonne-km-equivalent,"air split on revenue tonne-km (passengers at 100 kg, ICAO convention): the SBS class covers dedicated freighters only, our children cover the work"
EE,air,other,AIR.FRT,0.204,4-tonne-km-equivalent,"air split on revenue tonne-km (passengers at 100 kg, ICAO convention): the SBS class covers dedicated freighters only, our children cover the work"
EE,air,fuel_liquid,AIR.PAX,0.796,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
EE,air,fuel_liquid,AIR.FRT,0.204,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
EE,air,Q,AIR.FRT,4.871,observed,"ITF Y11, Mpkm; child re-denominates to it"
EE,air,Q,AIR.PAX,190.013,observed,"WB pax x ICAO stage length Y11, Mpkm; child re-denominates to it"
ES,road_pipe,other,ROAD.FRT,0.8016,5-median,SBS Y11 median shares (RoW / no data)
ES,road_pipe,other,ROAD.PAX,0.1984,5-median,SBS Y11 median shares (RoW / no data)
ES,road_pipe,other,PIPE,0.0,5-median,SBS Y11 median shares (RoW / no data)
ES,road_pipe,fuel_liquid,ROAD.FRT,0.8507,4-bottom-up,vkm x NXTR intensity (liquid fuels; PIPE=0)
ES,road_pipe,fuel_liquid,ROAD.PAX,0.1493,4-bottom-up,vkm x NXTR intensity (liquid fuels; PIPE=0)
ES,road_pipe,fuel_liquid,PIPE,0.0,4-bottom-up,pipelines pump with electricity/gas
ES,road_pipe,Q,ROAD.FRT,196087.0,observed,"ESTAT Y11, Mtkm; child re-denominates to it"
ES,road_pipe,Q,ROAD.PAX,55742.0,observed,"ESTAT Y11, Mpkm; child re-denominates to it"
ES,rail,other,TRN.P,0.9919,1-SBS,ESTAT.SBSH49 Y11 observed shares
ES,rail,other,TRN.F,0.0081,1-SBS,ESTAT.SBSH49 Y11 observed shares
ES,rail,fuel_liquid,TRN.P,0.705,4-bottom-up,"traffic units (same per-tu intensity, leg-1 v0)"
ES,rail,fuel_liquid,TRN.F,0.295,4-bottom-up,"traffic units (same per-tu intensity, leg-1 v0)"
ES,rail,Q,TRN.P,22931.0,observed,"ESTAT Y11, Mpkm; child re-denominates to it"
ES,rail,Q,TRN.F,9593.0,observed,"ITF Y11, Mtkm; child re-denominates to it"
ES,sea,other,SEA.FRT,0.7236,1-SBS,ESTAT.SBSH49 Y11 observed shares
ES,sea,other,SEA.PAX,0.2764,1-SBS,ESTAT.SBSH49 Y11 observed shares
ES,sea,fuel_liquid,SEA.PAX,0.0051,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
ES,sea,fuel_liquid,SEA.FRT,0.9949,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
ES,sea,Q,SEA.FRT,42811.0,observed,"ITF Y11, Mpkm; child re-denominates to it"
ES,sea,Q,SEA.PAX,2188.0,observed,"ESTAT Y11, Mpkm; child re-denominates to it"
ES,iww,other,IWW.FRT,0.0995,1-SBS,ESTAT.SBSH49 Y11 observed shares
ES,iww,other,IWW.PAX,0.9005,1-SBS,ESTAT.SBSH49 Y11 observed shares
ES,iww,fuel_liquid,IWW.FRT,0.0995,5-money,no physical work observed for either child: fuel falls back to the monetary shares (declared)
ES,iww,fuel_liquid,IWW.PAX,0.9005,5-money,no physical work observed for either child: fuel falls back to the monetary shares (declared)
ES,iww,Q,IWW.FRT,0.0,none,no observed volume: child stays MEUR (declared)
ES,iww,Q,IWW.PAX,0.0,none,no observed volume: child stays MEUR (declared)
ES,air,other,AIR.PAX,0.8698,4-tonne-km-equivalent,"air split on revenue tonne-km (passengers at 100 kg, ICAO convention): the SBS class covers dedicated freighters only, our children cover the work"
ES,air,other,AIR.FRT,0.1302,4-tonne-km-equivalent,"air split on revenue tonne-km (passengers at 100 kg, ICAO convention): the SBS class covers dedicated freighters only, our children cover the work"
ES,air,fuel_liquid,AIR.PAX,0.8698,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
ES,air,fuel_liquid,AIR.FRT,0.1302,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
ES,air,Q,AIR.FRT,1313.2932,observed,"ITF Y11, Mpkm; child re-denominates to it"
ES,air,Q,AIR.PAX,87704.5087,observed,"WB pax x ICAO stage length Y11, Mpkm; child re-denominates to it"
FI,road_pipe,other,ROAD.FRT,0.7599,1-SBS,ESTAT.SBSH49 Y11 observed shares
FI,road_pipe,other,ROAD.PAX,0.2401,1-SBS,ESTAT.SBSH49 Y11 observed shares
FI,road_pipe,other,PIPE,0.0,1-SBS,ESTAT.SBSH49 Y11 observed shares
FI,road_pipe,fuel_liquid,ROAD.FRT,0.8426,4-bottom-up,vkm x NXTR intensity (liquid fuels; PIPE=0)
FI,road_pipe,fuel_liquid,ROAD.PAX,0.1574,4-bottom-up,vkm x NXTR intensity (liquid fuels; PIPE=0)
FI,road_pipe,fuel_liquid,PIPE,0.0,4-bottom-up,pipelines pump with electricity/gas
FI,road_pipe,Q,ROAD.FRT,24908.0,observed,"ESTAT Y11, Mtkm; child re-denominates to it"
FI,road_pipe,Q,ROAD.PAX,7540.0,observed,"ESTAT Y11, Mpkm; child re-denominates to it"
FI,rail,other,TRN.P,0.5503,5-median,SBS Y11 median shares (RoW / no data)
FI,rail,other,TRN.F,0.4497,5-median,SBS Y11 median shares (RoW / no data)
FI,rail,fuel_liquid,TRN.P,0.2924,4-bottom-up,"traffic units (same per-tu intensity, leg-1 v0)"
FI,rail,fuel_liquid,TRN.F,0.7076,4-bottom-up,"traffic units (same per-tu intensity, leg-1 v0)"
FI,rail,Q,TRN.P,3882.0,observed,"ESTAT Y11, Mpkm; child re-denominates to it"
FI,rail,Q,TRN.F,9395.0,observed,"ITF Y11, Mtkm; child re-denominates to it"
FI,sea,other,SEA.FRT,0.5943,1-SBS,ESTAT.SBSH49 Y11 observed shares
FI,sea,other,SEA.PAX,0.4057,1-SBS,ESTAT.SBSH49 Y11 observed shares
FI,sea,fuel_liquid,SEA.PAX,0.0531,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
FI,sea,fuel_liquid,SEA.FRT,0.9469,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
FI,sea,Q,SEA.FRT,3966.0,observed,"ITF Y11, Mpkm; child re-denominates to it"
FI,sea,Q,SEA.PAX,2223.0,observed,"ESTAT Y11, Mpkm; child re-denominates to it"
FI,iww,other,IWW.FRT,0.3022,1-SBS,ESTAT.SBSH49 Y11 observed shares
FI,iww,other,IWW.PAX,0.6978,1-SBS,ESTAT.SBSH49 Y11 observed shares
FI,iww,fuel_liquid,IWW.PAX,0.0,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
FI,iww,fuel_liquid,IWW.FRT,1.0,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
FI,iww,Q,IWW.FRT,90.0,observed,"ITF Y11, Mpkm; child re-denominates to it"
FI,iww,Q,IWW.PAX,0.0,none,no observed volume: child stays MEUR (declared)
FI,air,other,AIR.PAX,0.7657,4-tonne-km-equivalent,"air split on revenue tonne-km (passengers at 100 kg, ICAO convention): the SBS class covers dedicated freighters only, our children cover the work"
FI,air,other,AIR.FRT,0.2343,4-tonne-km-equivalent,"air split on revenue tonne-km (passengers at 100 kg, ICAO convention): the SBS class covers dedicated freighters only, our children cover the work"
FI,air,fuel_liquid,AIR.PAX,0.7657,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
FI,air,fuel_liquid,AIR.FRT,0.2343,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
FI,air,Q,AIR.FRT,740.0853,observed,"ITF Y11, Mpkm; child re-denominates to it"
FI,air,Q,AIR.PAX,24180.9512,observed,"WB pax x ICAO stage length Y11, Mpkm; child re-denominates to it"
FR,road_pipe,other,ROAD.FRT,0.6899,1-SBS,ESTAT.SBSH49 Y11 observed shares
FR,road_pipe,other,ROAD.PAX,0.2747,1-SBS,ESTAT.SBSH49 Y11 observed shares
FR,road_pipe,other,PIPE,0.0354,1-SBS,ESTAT.SBSH49 Y11 observed shares
FR,road_pipe,fuel_liquid,ROAD.FRT,0.8187,4-bottom-up,vkm x NXTR intensity (liquid fuels; PIPE=0)
FR,road_pipe,fuel_liquid,ROAD.PAX,0.1813,4-bottom-up,vkm x NXTR intensity (liquid fuels; PIPE=0)
FR,road_pipe,fuel_liquid,PIPE,0.0,4-bottom-up,pipelines pump with electricity/gas
FR,road_pipe,Q,ROAD.FRT,152487.0,observed,"ESTAT Y11, Mtkm; child re-denominates to it"
FR,road_pipe,Q,ROAD.PAX,54702.0,observed,"ITF (buco di copertura nella prima fonte) Y11, Mpkm; child re-denominates to it"
FR,rail,other,TRN.P,0.9811,1-SBS,ESTAT.SBSH49 Y11 observed shares
FR,rail,other,TRN.F,0.0189,1-SBS,ESTAT.SBSH49 Y11 observed shares
FR,rail,fuel_liquid,TRN.P,0.7553,4-bottom-up,"traffic units (same per-tu intensity, leg-1 v0)"
FR,rail,fuel_liquid,TRN.F,0.2447,4-bottom-up,"traffic units (same per-tu intensity, leg-1 v0)"
FR,rail,Q,TRN.P,105596.0,observed,"ITF Y11, Mpkm; child re-denominates to it"
FR,rail,Q,TRN.F,34202.0,observed,"ITF Y11, Mtkm; child re-denominates to it"
FR,sea,other,SEA.FRT,0.9032,1-SBS,ESTAT.SBSH49 Y11 observed shares
FR,sea,other,SEA.PAX,0.0968,1-SBS,ESTAT.SBSH49 Y11 observed shares
FR,sea,fuel_liquid,SEA.PAX,1.0,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
FR,sea,fuel_liquid,SEA.FRT,0.0,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
FR,sea,Q,SEA.FRT,0.0,none,no observed volume: child stays MEUR (declared)
FR,sea,Q,SEA.PAX,3913.0,observed,"ESTAT Y11, Mpkm; child re-denominates to it"
FR,iww,other,IWW.FRT,0.583,1-SBS,ESTAT.SBSH49 Y11 observed shares
FR,iww,other,IWW.PAX,0.417,1-SBS,ESTAT.SBSH49 Y11 observed shares
FR,iww,fuel_liquid,IWW.PAX,0.0,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
FR,iww,fuel_liquid,IWW.FRT,1.0,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
FR,iww,Q,IWW.FRT,8926.0,observed,"ITF Y11, Mpkm; child re-denominates to it"
FR,iww,Q,IWW.PAX,0.0,none,no observed volume: child stays MEUR (declared)
FR,air,other,AIR.PAX,0.7815,4-tonne-km-equivalent,"air split on revenue tonne-km (passengers at 100 kg, ICAO convention): the SBS class covers dedicated freighters only, our children cover the work"
FR,air,other,AIR.FRT,0.2185,4-tonne-km-equivalent,"air split on revenue tonne-km (passengers at 100 kg, ICAO convention): the SBS class covers dedicated freighters only, our children cover the work"
FR,air,fuel_liquid,AIR.PAX,0.7815,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
FR,air,fuel_liquid,AIR.FRT,0.2185,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
FR,air,Q,AIR.FRT,5068.7623,observed,"ITF Y11, Mpkm; child re-denominates to it"
FR,air,Q,AIR.PAX,181244.5746,observed,"WB pax x ICAO stage length Y11, Mpkm; child re-denominates to it"
GR,road_pipe,other,ROAD.FRT,0.8016,5-median,SBS Y11 median shares (RoW / no data)
GR,road_pipe,other,ROAD.PAX,0.1984,5-median,SBS Y11 median shares (RoW / no data)
GR,road_pipe,other,PIPE,0.0,5-median,SBS Y11 median shares (RoW / no data)
GR,road_pipe,fuel_liquid,ROAD.FRT,1.0,4-bottom-up,vkm x NXTR intensity (liquid fuels; PIPE=0)
GR,road_pipe,fuel_liquid,ROAD.PAX,0.0,4-bottom-up,vkm x NXTR intensity (liquid fuels; PIPE=0)
GR,road_pipe,fuel_liquid,PIPE,0.0,4-bottom-up,pipelines pump with electricity/gas
GR,road_pipe,Q,ROAD.FRT,13421.0,observed,"ESTAT Y11, Mtkm; child re-denominates to it"
GR,road_pipe,Q,ROAD.PAX,0.0,none,no observed volume: child stays MEUR (declared)
GR,rail,other,TRN.P,0.5503,5-median,SBS Y11 median shares (RoW / no data)
GR,rail,other,TRN.F,0.4497,5-median,SBS Y11 median shares (RoW / no data)
GR,rail,fuel_liquid,TRN.P,0.7313,4-bottom-up,"traffic units (same per-tu intensity, leg-1 v0)"
GR,rail,fuel_liquid,TRN.F,0.2687,4-bottom-up,"traffic units (same per-tu intensity, leg-1 v0)"
GR,rail,Q,TRN.P,958.0,observed,"ESTAT Y11, Mpkm; child re-denominates to it"
GR,rail,Q,TRN.F,352.0,observed,"ITF Y11, Mtkm; child re-denominates to it"
GR,sea,other,SEA.FRT,0.2082,1-SBS,ESTAT.SBSH49 Y11 observed shares
GR,sea,other,SEA.PAX,0.7918,1-SBS,ESTAT.SBSH49 Y11 observed shares
GR,sea,fuel_liquid,SEA.PAX,1.0,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
GR,sea,fuel_liquid,SEA.FRT,0.0,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
GR,sea,Q,SEA.FRT,0.0,none,no observed volume: child stays MEUR (declared)
GR,sea,Q,SEA.PAX,3165.0,observed,"ESTAT Y11, Mpkm; child re-denominates to it"
GR,iww,other,IWW.FRT,0.583,5-median,SBS Y11 median shares (RoW / no data)
GR,iww,other,IWW.PAX,0.417,5-median,SBS Y11 median shares (RoW / no data)
GR,iww,fuel_liquid,IWW.FRT,0.583,5-money,no physical work observed for either child: fuel falls back to the monetary shares (declared)
GR,iww,fuel_liquid,IWW.PAX,0.417,5-money,no physical work observed for either child: fuel falls back to the monetary shares (declared)
GR,iww,Q,IWW.FRT,0.0,none,no observed volume: child stays MEUR (declared)
GR,iww,Q,IWW.PAX,0.0,none,no observed volume: child stays MEUR (declared)
GR,air,other,AIR.PAX,0.9955,4-tonne-km-equivalent,"air split on revenue tonne-km (passengers at 100 kg, ICAO convention): the SBS class covers dedicated freighters only, our children cover the work"
GR,air,other,AIR.FRT,0.0045,4-tonne-km-equivalent,"air split on revenue tonne-km (passengers at 100 kg, ICAO convention): the SBS class covers dedicated freighters only, our children cover the work"
GR,air,fuel_liquid,AIR.PAX,0.9955,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
GR,air,fuel_liquid,AIR.FRT,0.0045,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
GR,air,Q,AIR.FRT,4.1857,observed,"ITF Y11, Mpkm; child re-denominates to it"
GR,air,Q,AIR.PAX,9234.0483,observed,"WB pax x ICAO stage length Y11, Mpkm; child re-denominates to it"
HR,road_pipe,other,ROAD.FRT,0.8016,5-median,SBS Y11 median shares (RoW / no data)
HR,road_pipe,other,ROAD.PAX,0.1984,5-median,SBS Y11 median shares (RoW / no data)
HR,road_pipe,other,PIPE,0.0,5-median,SBS Y11 median shares (RoW / no data)
HR,road_pipe,fuel_liquid,ROAD.FRT,0.779,4-bottom-up,vkm x NXTR intensity (liquid fuels; PIPE=0)
HR,road_pipe,fuel_liquid,ROAD.PAX,0.221,4-bottom-up,vkm x NXTR intensity (liquid fuels; PIPE=0)
HR,road_pipe,fuel_liquid,PIPE,0.0,4-bottom-up,pipelines pump with electricity/gas
HR,road_pipe,Q,ROAD.FRT,6842.0,observed,"ESTAT Y11, Mtkm; child re-denominates to it"
HR,road_pipe,Q,ROAD.PAX,3145.0,observed,"ESTAT Y11, Mpkm; child re-denominates to it"
HR,rail,other,TRN.P,0.5503,5-median,SBS Y11 median shares (RoW / no data)
HR,rail,other,TRN.F,0.4497,5-median,SBS Y11 median shares (RoW / no data)
HR,rail,fuel_liquid,TRN.P,0.3741,4-bottom-up,"traffic units (same per-tu intensity, leg-1 v0)"
HR,rail,fuel_liquid,TRN.F,0.6259,4-bottom-up,"traffic units (same per-tu intensity, leg-1 v0)"
HR,rail,Q,TRN.P,1457.0,observed,"ESTAT Y11, Mpkm; child re-denominates to it"
HR,rail,Q,TRN.F,2438.0,observed,"ITF Y11, Mtkm; child re-denominates to it"
HR,sea,other,SEA.FRT,0.64,1-SBS,ESTAT.SBSH49 Y11 observed shares
HR,sea,other,SEA.PAX,0.36,1-SBS,ESTAT.SBSH49 Y11 observed shares
HR,sea,fuel_liquid,SEA.PAX,0.3923,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
HR,sea,fuel_liquid,SEA.FRT,0.6077,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
HR,sea,Q,SEA.FRT,217.0,observed,"ITF Y11, Mpkm; child re-denominates to it"
HR,sea,Q,SEA.PAX,1401.0,observed,"ESTAT Y11, Mpkm; child re-denominates to it"
HR,iww,other,IWW.FRT,0.9677,1-SBS,ESTAT.SBSH49 Y11 observed shares
HR,iww,other,IWW.PAX,0.0323,1-SBS,ESTAT.SBSH49 Y11 observed shares
HR,iww,fuel_liquid,IWW.PAX,0.0,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
HR,iww,fuel_liquid,IWW.FRT,1.0,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
HR,iww,Q,IWW.FRT,692.0,observed,"ITF Y11, Mpkm; child re-denominates to it"
HR,iww,Q,IWW.PAX,0.0,none,no observed volume: child stays MEUR (declared)
HR,air,other,AIR.PAX,0.9875,4-tonne-km-equivalent,"air split on revenue tonne-km (passengers at 100 kg, ICAO convention): the SBS class covers dedicated freighters only, our children cover the work"
HR,air,other,AIR.FRT,0.0125,4-tonne-km-equivalent,"air split on revenue tonne-km (passengers at 100 kg, ICAO convention): the SBS class covers dedicated freighters only, our children cover the work"
HR,air,fuel_liquid,AIR.PAX,0.9875,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
HR,air,fuel_liquid,AIR.FRT,0.0125,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
HR,air,Q,AIR.FRT,1.6747,observed,"ITF Y11, Mpkm; child re-denominates to it"
HR,air,Q,AIR.PAX,1326.1636,observed,"WB pax x ICAO stage length Y11, Mpkm; child re-denominates to it"
HU,road_pipe,other,ROAD.FRT,0.7969,1-SBS,ESTAT.SBSH49 Y11 observed shares
HU,road_pipe,other,ROAD.PAX,0.2031,1-SBS,ESTAT.SBSH49 Y11 observed shares
HU,road_pipe,other,PIPE,0.0,1-SBS,ESTAT.SBSH49 Y11 observed shares
HU,road_pipe,fuel_liquid,ROAD.FRT,0.7518,4-bottom-up,vkm x NXTR intensity (liquid fuels; PIPE=0)
HU,road_pipe,fuel_liquid,ROAD.PAX,0.2482,4-bottom-up,vkm x NXTR intensity (liquid fuels; PIPE=0)
HU,road_pipe,fuel_liquid,PIPE,0.0,4-bottom-up,pipelines pump with electricity/gas
HU,road_pipe,Q,ROAD.FRT,30762.0,observed,"ESTAT Y11, Mtkm; child re-denominates to it"
HU,road_pipe,Q,ROAD.PAX,16456.0,observed,"ESTAT Y11, Mpkm; child re-denominates to it"
HU,rail,other,TRN.P,0.5503,5-median,SBS Y11 median shares (RoW / no data)
HU,rail,other,TRN.F,0.4497,5-median,SBS Y11 median shares (RoW / no data)
HU,rail,fuel_liquid,TRN.P,0.4599,4-bottom-up,"traffic units (same per-tu intensity, leg-1 v0)"
HU,rail,fuel_liquid,TRN.F,0.5401,4-bottom-up,"traffic units (same per-tu intensity, leg-1 v0)"
HU,rail,Q,TRN.P,7763.0,observed,"ESTAT Y11, Mpkm; child re-denominates to it"
HU,rail,Q,TRN.F,9118.0,observed,"ITF Y11, Mtkm; child re-denominates to it"
HU,sea,other,SEA.FRT,0.5,1-SBS,ESTAT.SBSH49 Y11 observed shares
HU,sea,other,SEA.PAX,0.5,1-SBS,ESTAT.SBSH49 Y11 observed shares
HU,sea,fuel_liquid,SEA.FRT,0.5,5-money,no physical work observed for either child: fuel falls back to the monetary shares (declared)
HU,sea,fuel_liquid,SEA.PAX,0.5,5-money,no physical work observed for either child: fuel falls back to the monetary shares (declared)
HU,sea,Q,SEA.FRT,0.0,none,no observed volume: child stays MEUR (declared)
HU,sea,Q,SEA.PAX,0.0,none,no observed volume: child stays MEUR (declared)
HU,iww,other,IWW.FRT,0.7734,1-SBS,ESTAT.SBSH49 Y11 observed shares
HU,iww,other,IWW.PAX,0.2266,1-SBS,ESTAT.SBSH49 Y11 observed shares
HU,iww,fuel_liquid,IWW.PAX,0.0,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
HU,iww,fuel_liquid,IWW.FRT,1.0,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
HU,iww,Q,IWW.FRT,1840.0,observed,"ITF Y11, Mpkm; child re-denominates to it"
HU,iww,Q,IWW.PAX,0.0,none,no observed volume: child stays MEUR (declared)
HU,air,other,AIR.PAX,0.997,4-tonne-km-equivalent,"air split on revenue tonne-km (passengers at 100 kg, ICAO convention): the SBS class covers dedicated freighters only, our children cover the work"
HU,air,other,AIR.FRT,0.003,4-tonne-km-equivalent,"air split on revenue tonne-km (passengers at 100 kg, ICAO convention): the SBS class covers dedicated freighters only, our children cover the work"
HU,air,fuel_liquid,AIR.PAX,0.997,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
HU,air,fuel_liquid,AIR.FRT,0.003,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
HU,air,Q,AIR.FRT,5.8529,observed,"ITF Y11, Mpkm; child re-denominates to it"
HU,air,Q,AIR.PAX,19568.5631,observed,"WB pax x ICAO stage length Y11, Mpkm; child re-denominates to it"
IE,road_pipe,other,ROAD.FRT,0.8016,5-median,SBS Y11 median shares (RoW / no data)
IE,road_pipe,other,ROAD.PAX,0.1984,5-median,SBS Y11 median shares (RoW / no data)
IE,road_pipe,other,PIPE,0.0,5-median,SBS Y11 median shares (RoW / no data)
IE,road_pipe,fuel_liquid,ROAD.FRT,1.0,4-bottom-up,vkm x NXTR intensity (liquid fuels; PIPE=0)
IE,road_pipe,fuel_liquid,ROAD.PAX,0.0,4-bottom-up,vkm x NXTR intensity (liquid fuels; PIPE=0)
IE,road_pipe,fuel_liquid,PIPE,0.0,4-bottom-up,pipelines pump with electricity/gas
IE,road_pipe,Q,ROAD.FRT,7696.0,observed,"ESTAT Y11, Mtkm; child re-denominates to it"
IE,road_pipe,Q,ROAD.PAX,0.0,none,no observed volume: child stays MEUR (declared)
IE,rail,other,TRN.P,0.5503,5-median,SBS Y11 median shares (RoW / no data)
IE,rail,other,TRN.F,0.4497,5-median,SBS Y11 median shares (RoW / no data)
IE,rail,fuel_liquid,TRN.P,0.9398,4-bottom-up,"traffic units (same per-tu intensity, leg-1 v0)"
IE,rail,fuel_liquid,TRN.F,0.0602,4-bottom-up,"traffic units (same per-tu intensity, leg-1 v0)"
IE,rail,Q,TRN.P,1638.0,observed,"ESTAT Y11, Mpkm; child re-denominates to it"
IE,rail,Q,TRN.F,105.0,observed,"ITF Y11, Mtkm; child re-denominates to it"
IE,sea,other,SEA.FRT,0.6651,5-median,SBS Y11 median shares (RoW / no data)
IE,sea,other,SEA.PAX,0.3349,5-median,SBS Y11 median shares (RoW / no data)
IE,sea,fuel_liquid,SEA.PAX,1.0,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
IE,sea,fuel_liquid,SEA.FRT,0.0,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
IE,sea,Q,SEA.FRT,0.0,none,no observed volume: child stays MEUR (declared)
IE,sea,Q,SEA.PAX,187.0,observed,"ESTAT Y11, Mpkm; child re-denominates to it"
IE,iww,other,IWW.FRT,0.583,5-median,SBS Y11 median shares (RoW / no data)
IE,iww,other,IWW.PAX,0.417,5-median,SBS Y11 median shares (RoW / no data)
IE,iww,fuel_liquid,IWW.FRT,0.583,5-money,no physical work observed for either child: fuel falls back to the monetary shares (declared)
IE,iww,fuel_liquid,IWW.PAX,0.417,5-money,no physical work observed for either child: fuel falls back to the monetary shares (declared)
IE,iww,Q,IWW.FRT,0.0,none,no observed volume: child stays MEUR (declared)
IE,iww,Q,IWW.PAX,0.0,none,no observed volume: child stays MEUR (declared)
IE,air,other,AIR.PAX,0.9898,4-tonne-km-equivalent,"air split on revenue tonne-km (passengers at 100 kg, ICAO convention): the SBS class covers dedicated freighters only, our children cover the work"
IE,air,other,AIR.FRT,0.0102,4-tonne-km-equivalent,"air split on revenue tonne-km (passengers at 100 kg, ICAO convention): the SBS class covers dedicated freighters only, our children cover the work"
IE,air,fuel_liquid,AIR.PAX,0.9898,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
IE,air,fuel_liquid,AIR.FRT,0.0102,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
IE,air,Q,AIR.FRT,123.4521,observed,"ITF Y11, Mpkm; child re-denominates to it"
IE,air,Q,AIR.PAX,119591.5788,observed,"WB pax x ICAO stage length Y11, Mpkm; child re-denominates to it"
IT,road_pipe,other,ROAD.FRT,0.7734,1-SBS,ESTAT.SBSH49 Y11 observed shares
IT,road_pipe,other,ROAD.PAX,0.1844,1-SBS,ESTAT.SBSH49 Y11 observed shares
IT,road_pipe,other,PIPE,0.0422,1-SBS,ESTAT.SBSH49 Y11 observed shares
IT,road_pipe,fuel_liquid,ROAD.FRT,0.6588,4-bottom-up,vkm x NXTR intensity (liquid fuels; PIPE=0)
IT,road_pipe,fuel_liquid,ROAD.PAX,0.3412,4-bottom-up,vkm x NXTR intensity (liquid fuels; PIPE=0)
IT,road_pipe,fuel_liquid,PIPE,0.0,4-bottom-up,pipelines pump with electricity/gas
IT,road_pipe,Q,ROAD.FRT,129075.0,observed,"ESTAT Y11, Mtkm; child re-denominates to it"
