region,tech,share,intensity,intensity_unit,carrier,occupancy,pkm_obs,tier,provenance
IT,CAR.D,0.404,4.941926e-05,t/vkm,DIES,1.5,665328.0,sh:carpark-Y13|int:FULFILL-2011|pkm:obs,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
IT,CAR.LPG,0.0526,4.719268e-05,t/vkm,LPG,1.5,665328.0,sh:carpark-Y13|int:FULFILL-2011|pkm:obs,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
IT,CAR.CNG,0.0209,3.544734e-05,t/vkm,NGAS,1.5,665328.0,sh:carpark-Y13|int:FULFILL-2011|pkm:obs,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
IT,CAR.E,0.0001,7.959837e-07,TJ/vkm,ELE,1.5,665328.0,sh:carpark-Y13|int:FULFILL-2011|pkm:obs,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
IT,MOTO,1.0,3.000000e-05,t/vkm,GASO,1.1,42923.0,int:NXTR-default|pkm:obs,"MOTO: NXTR v0 default intensity; pkm ESTAT Y11 where observed, else the region gets a zero-output MOTO activity (declared)"
LT,CAR.G,0.4992,6.716955e-05,t/vkm,GASO,1.5,29907.8,sh:carpark-Y13|int:FULFILL-2011|pkm:obs,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
LT,CAR.D,0.5008,6.716955e-05,t/vkm,DIES,1.5,29907.8,sh:carpark-Y13|int:FULFILL-2011|pkm:obs,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
LT,CAR.LPG,0.0,6.414323e-05,t/vkm,LPG,1.5,29907.8,sh:carpark-Y13|int:FULFILL-2011|pkm:obs,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
LT,CAR.CNG,0.0,4.077467e-05,t/vkm,NGAS,1.5,29907.8,sh:carpark-Y13|int:FULFILL-2011|pkm:obs,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
LT,CAR.E,0.0,7.758089e-07,TJ/vkm,ELE,1.5,29907.8,sh:carpark-Y13|int:FULFILL-2011|pkm:obs,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
LT,MOTO,1.0,3.000000e-05,t/vkm,GASO,1.1,262.1,int:NXTR-default|pkm:obs,"MOTO: NXTR v0 default intensity; pkm ESTAT Y11 where observed, else the region gets a zero-output MOTO activity (declared)"
LU,CAR.G,0.3407,5.913218e-05,t/vkm,GASO,1.5,0.0,sh:carpark-Y13|int:FULFILL-2011|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
LU,CAR.D,0.6574,5.913218e-05,t/vkm,DIES,1.5,0.0,sh:carpark-Y13|int:FULFILL-2011|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
LU,CAR.LPG,0.0008,5.485795e-05,t/vkm,LPG,1.5,0.0,sh:carpark-Y13|int:FULFILL-2011|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
LU,CAR.CNG,0.0003,5.352759e-05,t/vkm,NGAS,1.5,0.0,sh:carpark-Y13|int:FULFILL-2011|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
LU,CAR.E,0.0007,6.420603e-07,TJ/vkm,ELE,1.5,0.0,sh:carpark-Y13|int:FULFILL-2011|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
LU,MOTO,1.0,3.000000e-05,t/vkm,GASO,1.1,0.0,int:NXTR-default|pkm:none,"MOTO: NXTR v0 default intensity; pkm ESTAT Y11 where observed, else the region gets a zero-output MOTO activity (declared)"
LV,CAR.G,0.5698,6.716955e-05,t/vkm,GASO,1.5,11349.9,sh:carpark-Y13|int:FULFILL-2011|pkm:obs,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
LV,CAR.D,0.4302,6.716955e-05,t/vkm,DIES,1.5,11349.9,sh:carpark-Y13|int:FULFILL-2011|pkm:obs,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
LV,CAR.LPG,0.0,6.414323e-05,t/vkm,LPG,1.5,11349.9,sh:carpark-Y13|int:FULFILL-2011|pkm:obs,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
LV,CAR.CNG,0.0,4.077467e-05,t/vkm,NGAS,1.5,11349.9,sh:carpark-Y13|int:FULFILL-2011|pkm:obs,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
LV,CAR.E,0.0,7.758089e-07,TJ/vkm,ELE,1.5,11349.9,sh:carpark-Y13|int:FULFILL-2011|pkm:obs,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
LV,MOTO,1.0,3.000000e-05,t/vkm,GASO,1.1,0.0,int:NXTR-default|pkm:none,"MOTO: NXTR v0 default intensity; pkm ESTAT Y11 where observed, else the region gets a zero-output MOTO activity (declared)"
MT,CAR.G,0.6974,5.241668e-05,t/vkm,GASO,1.5,0.0,sh:carpark-Y13|int:FULFILL-2011|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
MT,CAR.D,0.3024,5.241668e-05,t/vkm,DIES,1.5,0.0,sh:carpark-Y13|int:FULFILL-2011|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
MT,CAR.LPG,0.0,1.001101e-04,t/vkm,LPG,1.5,0.0,sh:carpark-Y13|int:FULFILL-2011|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
MT,CAR.CNG,0.0,4.077467e-05,t/vkm,NGAS,1.5,0.0,sh:carpark-Y13|int:FULFILL-median|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
MT,CAR.E,0.0002,1.021876e-06,TJ/vkm,ELE,1.5,0.0,sh:carpark-Y13|int:FULFILL-2011|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
MT,MOTO,1.0,3.000000e-05,t/vkm,GASO,1.1,0.0,int:NXTR-default|pkm:none,"MOTO: NXTR v0 default intensity; pkm ESTAT Y11 where observed, else the region gets a zero-output MOTO activity (declared)"
NL,CAR.G,0.0,5.744344e-05,t/vkm,GASO,1.5,144400.0,sh:carpark-Y13|int:FULFILL-2011|pkm:obs,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
NL,CAR.D,0.0,5.744344e-05,t/vkm,DIES,1.5,144400.0,sh:carpark-Y13|int:FULFILL-2011|pkm:obs,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
NL,CAR.LPG,0.9782,5.485533e-05,t/vkm,LPG,1.5,144400.0,sh:carpark-Y13|int:FULFILL-2011|pkm:obs,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
NL,CAR.CNG,0.0,3.545470e-05,t/vkm,NGAS,1.5,144400.0,sh:carpark-Y13|int:FULFILL-2011|pkm:obs,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
NL,CAR.E,0.0218,8.185288e-07,TJ/vkm,ELE,1.5,144400.0,sh:carpark-Y13|int:FULFILL-2011|pkm:obs,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
NL,MOTO,1.0,3.000000e-05,t/vkm,GASO,1.1,0.0,int:NXTR-default|pkm:none,"MOTO: NXTR v0 default intensity; pkm ESTAT Y11 where observed, else the region gets a zero-output MOTO activity (declared)"
PL,CAR.G,0.5742,4.941926e-05,t/vkm,GASO,1.5,197835.0,sh:carpark-Y13|int:FULFILL-2011|pkm:obs,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
PL,CAR.D,0.2761,4.941926e-05,t/vkm,DIES,1.5,197835.0,sh:carpark-Y13|int:FULFILL-2011|pkm:obs,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
PL,CAR.LPG,0.1494,4.719268e-05,t/vkm,LPG,1.5,197835.0,sh:carpark-Y13|int:FULFILL-2011|pkm:obs,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
PL,CAR.CNG,0.0003,3.544734e-05,t/vkm,NGAS,1.5,197835.0,sh:carpark-Y13|int:FULFILL-2011|pkm:obs,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
PL,CAR.E,0.0,7.959837e-07,TJ/vkm,ELE,1.5,197835.0,sh:carpark-Y13|int:FULFILL-2011|pkm:obs,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
PL,MOTO,1.0,3.000000e-05,t/vkm,GASO,1.1,3579.0,int:NXTR-default|pkm:obs,"MOTO: NXTR v0 default intensity; pkm ESTAT Y11 where observed, else the region gets a zero-output MOTO activity (declared)"
PT,CAR.G,0.5003,5.241668e-05,t/vkm,GASO,1.5,0.0,sh:carpark-Y13|int:FULFILL-2011|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
PT,CAR.D,0.4902,5.241668e-05,t/vkm,DIES,1.5,0.0,sh:carpark-Y13|int:FULFILL-2011|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
PT,CAR.LPG,0.0093,5.005505e-05,t/vkm,LPG,1.5,0.0,sh:carpark-Y13|int:FULFILL-2011|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
PT,CAR.CNG,0.0,4.982042e-05,t/vkm,NGAS,1.5,0.0,sh:carpark-Y13|int:FULFILL-2011|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
PT,CAR.E,0.0001,1.021876e-06,TJ/vkm,ELE,1.5,0.0,sh:carpark-Y13|int:FULFILL-2011|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
PT,MOTO,1.0,3.000000e-05,t/vkm,GASO,1.1,0.0,int:NXTR-default|pkm:none,"MOTO: NXTR v0 default intensity; pkm ESTAT Y11 where observed, else the region gets a zero-output MOTO activity (declared)"
RO,CAR.G,0.6573,6.716955e-05,t/vkm,GASO,1.5,0.0,sh:carpark-Y13|int:FULFILL-2011|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
RO,CAR.D,0.3421,6.716955e-05,t/vkm,DIES,1.5,0.0,sh:carpark-Y13|int:FULFILL-2011|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
RO,CAR.LPG,0.0001,6.414323e-05,t/vkm,LPG,1.5,0.0,sh:carpark-Y13|int:FULFILL-2011|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
RO,CAR.CNG,0.0001,4.077467e-05,t/vkm,NGAS,1.5,0.0,sh:carpark-Y13|int:FULFILL-2011|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
RO,CAR.E,0.0004,7.758089e-07,TJ/vkm,ELE,1.5,0.0,sh:carpark-Y13|int:FULFILL-2011|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
RO,MOTO,1.0,3.000000e-05,t/vkm,GASO,1.1,0.0,int:NXTR-default|pkm:none,"MOTO: NXTR v0 default intensity; pkm ESTAT Y11 where observed, else the region gets a zero-output MOTO activity (declared)"
SE,CAR.G,0.7457,5.913218e-05,t/vkm,GASO,1.5,109032.0,sh:carpark-Y13|int:FULFILL-2011|pkm:obs,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
SE,CAR.D,0.2524,5.913218e-05,t/vkm,DIES,1.5,109032.0,sh:carpark-Y13|int:FULFILL-2011|pkm:obs,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
SE,CAR.LPG,0.0,5.485795e-05,t/vkm,LPG,1.5,109032.0,sh:carpark-Y13|int:FULFILL-2011|pkm:obs,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
SE,CAR.CNG,0.0016,5.352759e-05,t/vkm,NGAS,1.5,109032.0,sh:carpark-Y13|int:FULFILL-2011|pkm:obs,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
SE,CAR.E,0.0002,6.420603e-07,TJ/vkm,ELE,1.5,109032.0,sh:carpark-Y13|int:FULFILL-2011|pkm:obs,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
SE,MOTO,1.0,3.000000e-05,t/vkm,GASO,1.1,0.0,int:NXTR-default|pkm:none,"MOTO: NXTR v0 default intensity; pkm ESTAT Y11 where observed, else the region gets a zero-output MOTO activity (declared)"
SI,CAR.G,0.5961,5.241668e-05,t/vkm,GASO,1.5,0.0,sh:carpark-Y13|int:FULFILL-2011|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
SI,CAR.D,0.4039,5.241668e-05,t/vkm,DIES,1.5,0.0,sh:carpark-Y13|int:FULFILL-2011|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
SI,CAR.LPG,0.0,5.005505e-05,t/vkm,LPG,1.5,0.0,sh:carpark-Y13|int:FULFILL-2011|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
SI,CAR.CNG,0.0,4.982042e-05,t/vkm,NGAS,1.5,0.0,sh:carpark-Y13|int:FULFILL-2011|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
SI,CAR.E,0.0,1.021876e-06,TJ/vkm,ELE,1.5,0.0,sh:carpark-Y13|int:FULFILL-2011|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
SI,MOTO,1.0,3.000000e-05,t/vkm,GASO,1.1,0.0,int:NXTR-default|pkm:none,"MOTO: NXTR v0 default intensity; pkm ESTAT Y11 where observed, else the region gets a zero-output MOTO activity (declared)"
SK,CAR.G,0.0,5.241668e-05,t/vkm,GASO,1.5,26887.0,sh:carpark-Y13|int:FULFILL-2011|pkm:obs,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
SK,CAR.D,0.0,5.241668e-05,t/vkm,DIES,1.5,26887.0,sh:carpark-Y13|int:FULFILL-2011|pkm:obs,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
SK,CAR.LPG,0.974,5.005505e-05,t/vkm,LPG,1.5,26887.0,sh:carpark-Y13|int:FULFILL-2011|pkm:obs,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
SK,CAR.CNG,0.0249,4.982042e-05,t/vkm,NGAS,1.5,26887.0,sh:carpark-Y13|int:FULFILL-2011|pkm:obs,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
SK,CAR.E,0.0011,1.021876e-06,TJ/vkm,ELE,1.5,26887.0,sh:carpark-Y13|int:FULFILL-2011|pkm:obs,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
SK,MOTO,1.0,3.000000e-05,t/vkm,GASO,1.1,0.0,int:NXTR-default|pkm:none,"MOTO: NXTR v0 default intensity; pkm ESTAT Y11 where observed, else the region gets a zero-output MOTO activity (declared)"
GB,CAR.G,0.6431,5.744344e-05,t/vkm,GASO,1.5,653682.4,sh:median|int:FULFILL-median|pkm:obs,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
GB,CAR.D,0.3566,5.744344e-05,t/vkm,DIES,1.5,653682.4,sh:median|int:FULFILL-median|pkm:obs,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
GB,CAR.LPG,0.0,5.485533e-05,t/vkm,LPG,1.5,653682.4,sh:median|int:FULFILL-median|pkm:obs,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
GB,CAR.CNG,0.0001,4.077467e-05,t/vkm,NGAS,1.5,653682.4,sh:median|int:FULFILL-median|pkm:obs,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
GB,CAR.E,0.0002,8.185288e-07,TJ/vkm,ELE,1.5,653682.4,sh:median|int:FULFILL-median|pkm:obs,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
GB,MOTO,1.0,3.000000e-05,t/vkm,GASO,1.1,0.0,int:NXTR-default|pkm:none,"MOTO: NXTR v0 default intensity; pkm ESTAT Y11 where observed, else the region gets a zero-output MOTO activity (declared)"
NO,CAR.G,0.548,5.744344e-05,t/vkm,GASO,1.5,59903.0,sh:carpark-Y13|int:FULFILL-median|pkm:obs,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
NO,CAR.D,0.4447,5.744344e-05,t/vkm,DIES,1.5,59903.0,sh:carpark-Y13|int:FULFILL-median|pkm:obs,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
NO,CAR.LPG,0.0,5.485533e-05,t/vkm,LPG,1.5,59903.0,sh:carpark-Y13|int:FULFILL-median|pkm:obs,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
NO,CAR.CNG,0.0,4.077467e-05,t/vkm,NGAS,1.5,59903.0,sh:carpark-Y13|int:FULFILL-median|pkm:obs,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
NO,CAR.E,0.0072,8.185288e-07,TJ/vkm,ELE,1.5,59903.0,sh:carpark-Y13|int:FULFILL-median|pkm:obs,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
NO,MOTO,1.0,3.000000e-05,t/vkm,GASO,1.1,1404.0,int:NXTR-default|pkm:obs,"MOTO: NXTR v0 default intensity; pkm ESTAT Y11 where observed, else the region gets a zero-output MOTO activity (declared)"
CH,CAR.G,0.7521,5.744344e-05,t/vkm,GASO,1.5,74135.0,sh:carpark-Y13|int:FULFILL-median|pkm:obs,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
CH,CAR.D,0.2463,5.744344e-05,t/vkm,DIES,1.5,74135.0,sh:carpark-Y13|int:FULFILL-median|pkm:obs,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
CH,CAR.LPG,0.0,5.485533e-05,t/vkm,LPG,1.5,74135.0,sh:carpark-Y13|int:FULFILL-median|pkm:obs,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
CH,CAR.CNG,0.0009,4.077467e-05,t/vkm,NGAS,1.5,74135.0,sh:carpark-Y13|int:FULFILL-median|pkm:obs,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
CH,CAR.E,0.0006,8.185288e-07,TJ/vkm,ELE,1.5,74135.0,sh:carpark-Y13|int:FULFILL-median|pkm:obs,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
CH,MOTO,1.0,3.000000e-05,t/vkm,GASO,1.1,0.0,int:NXTR-default|pkm:none,"MOTO: NXTR v0 default intensity; pkm ESTAT Y11 where observed, else the region gets a zero-output MOTO activity (declared)"
TR,CAR.G,0.3127,5.744344e-05,t/vkm,GASO,1.5,146931.0,sh:carpark-Y13|int:FULFILL-median|pkm:obs,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
TR,CAR.D,0.2703,5.744344e-05,t/vkm,DIES,1.5,146931.0,sh:carpark-Y13|int:FULFILL-median|pkm:obs,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
